model,alpha,parameters,best_epoch,best_val_macro_f1,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
CNN_SmoothedWeights_alpha_0.75,0.75,392912,12,0.45778460247133557,1.1962664427289627,0.6632837620578779,0.6220572278892621,0.5195364850987776,0.6721845636164416,1.3874677427279682,0.6677316293929713,0.5107855205087231,0.45778460247133557,0.6697432757608949,1.4785644646565985,0.6236391912908242,0.5090921127238921,0.44147472093988993,0.625382255936062,40.52694886525472
