alpha,epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1
0.25,1,0.001,1.6186151593636087,0.5539087620578779,0.2770666062459467,0.2741070726676033,0.5173176997899716,1.6430722025636666,0.49121405750798725,0.2807257265866047,0.2163064249569424,0.46810492687207894
0.25,2,0.001,1.4297756494241511,0.608822347266881,0.3479811828539276,0.34102108491715916,0.5805757308098621,1.362504568248511,0.639776357827476,0.4083101289833889,0.37541825147249136,0.6067499816185631
0.25,3,0.001,1.369869589326466,0.624246382636656,0.3664652354371557,0.35989415276510883,0.5987783408490057,1.3300380205955749,0.6461661341853036,0.3903745683034985,0.37353356390822773,0.6266146778738767
0.25,4,0.001,1.3284087121678319,0.6348975080385852,0.383459898586943,0.3766968241370621,0.6124367009404681,1.3804854684934829,0.610223642172524,0.34399067540567246,0.3421871501203564,0.5757607983337161
0.25,5,0.0005,1.2943590791279096,0.6403737942122186,0.38891114913339453,0.3818673271830253,0.6194275911794842,1.3713949608345763,0.6269968051118211,0.3101586569565393,0.33294343294168244,0.5754516467300139
0.25,6,0.0005,1.2265183524111842,0.6621784565916399,0.41405912268958206,0.4099524987118764,0.6427744762391339,1.193273147835899,0.6773162939297125,0.46033416462402627,0.43246193902557234,0.6569198123148733
0.25,7,0.0005,1.2052988458868008,0.6683078778135049,0.428955033509383,0.4260589513168945,0.6498001959726633,1.2730524237163532,0.6541533546325878,0.3875742857348644,0.3759431031334149,0.6390450826426475
0.25,8,0.0005,1.1916593478998572,0.6703175241157556,0.4351529389943791,0.43561177759765257,0.6537149118387886,1.2793701972824316,0.6301916932907349,0.3825294666261828,0.37548610342022326,0.6013514816786087
0.25,9,0.0005,1.175802700485064,0.672628617363344,0.439164667054422,0.43988194871591974,0.6563473347957304,1.2143665813028621,0.6813099041533547,0.4643980233916842,0.45644043082519486,0.653842856958221
0.25,10,0.0005,1.1623639891768576,0.6780546623794212,0.45245850286956435,0.4535596376998431,0.6628089935399608,1.2396683588195532,0.6681309904153354,0.3907754360159771,0.37978082544194125,0.6416363424058396
0.25,11,0.0005,1.145483869640007,0.6799638263665595,0.4507662292117337,0.45048966934982954,0.6646811516032324,1.2201749543412426,0.6785143769968051,0.38803731100554206,0.3989978419073645,0.6444067956340797
0.25,12,0.00025,1.1391062112674837,0.6781551446945338,0.45652199362862933,0.461316855916324,0.663740003226655,1.2322849743663313,0.6681309904153354,0.4270848385406527,0.4115605362026128,0.6525872491602973
0.25,13,0.00025,1.0945970524353996,0.6906149517684887,0.4739272737020165,0.47872875043981544,0.6775859845774724,1.1394689330658592,0.6936900958466453,0.40936731891823763,0.4130120489145294,0.6634234416641103
0.25,14,0.00025,1.0768975952813864,0.6979501607717041,0.48417172039247874,0.4907820692356334,0.6851623734073694,1.1627888035850402,0.6861022364217252,0.46550170954541126,0.45242110026211907,0.6700102637677943
0.25,15,0.000125,1.0724614723989818,0.6952371382636656,0.47598461470082903,0.4801669679118814,0.6819616413127805,1.1638207138536838,0.6813099041533547,0.42535408105056316,0.41146478902070144,0.6603616575438284
0.25,16,0.000125,1.0450895389368295,0.7051346463022508,0.501226842838452,0.5074892658791111,0.6934346022288649,1.1472019486533949,0.6912939297124601,0.44531999536266126,0.4435970534084388,0.6761677279994371
