split,loss,accuracy,balanced_accuracy,macro_f1,weighted_f1
train,0.9270729332491516,0.664439308681672,0.7372872962045569,0.5918467665786376,0.682236525585767
validation,1.3906186422981774,0.6429712460063898,0.5045568894650754,0.4601080422030913,0.661303962290245
test,1.4706340787199386,0.6061430793157077,0.5158041806347254,0.4527373476901869,0.6242935661476942
