model,alpha,parameters,best_epoch,best_val_macro_f1,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
CNN_SmoothedWeights_alpha_0.25,0.25,392912,9,0.45644043082519486,1.1308287311213576,0.6863444533762058,0.4801004308025657,0.467882936447126,0.6639061276392905,1.2143665813028621,0.6813099041533547,0.4643980233916842,0.45644043082519486,0.653842856958221,1.2963636066086741,0.6380248833592534,0.4295893853852925,0.4098496645588186,0.6054148003267772,31.032900834083556
