epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,epoch_time_seconds
11,0.001,1.5248720022068147,0.5366760450160771,0.4817613673304605,0.38530839693315627,0.5677658897314697,1.5516922489141884,0.59185303514377,0.4732837177401727,0.4013811689376605,0.6033910187415926,120.61293315887451
12,0.001,1.4758412390468205,0.5380325562700965,0.49798213177720657,0.39424234352786114,0.5709986126217353,1.6390619754029538,0.5539137380191693,0.4228789581979423,0.3623150978729086,0.5705064596584274,121.2138340473175
13,0.001,1.4402264699196126,0.5440112540192926,0.5091639408441075,0.4021555655594321,0.5756666277320936,1.5919643667178414,0.5846645367412141,0.46846459960355313,0.3771051196426875,0.6018754080660156,120.07562756538391
14,0.0005,1.3982525510994952,0.5552652733118971,0.5091305315068619,0.4084952404735168,0.5864384986356858,1.6825048314115871,0.5047923322683706,0.4694261241638472,0.36273414653355396,0.5492814786692161,123.03957843780518
15,0.0005,1.2829058027056637,0.5806370578778135,0.5650618152169178,0.44174302103693464,0.6073040143724513,1.617185153900244,0.5702875399361023,0.4247417600246608,0.39935702551161567,0.6029340116112483,122.255375623703
16,0.0005,1.249191077767461,0.5865152733118971,0.5859630758454821,0.45526029265325685,0.6145678963759075,1.4917529669051734,0.6114217252396166,0.4845305861906025,0.41885973501919005,0.6312524206824468,119.63613295555115
17,0.0005,1.1935611658061815,0.5895297427652733,0.6015125676659249,0.4630041913286993,0.6153522185341715,1.5296071794467232,0.5750798722044729,0.46504192172052916,0.3937396780420726,0.6027937563045807,124.14487910270691
18,0.0005,1.176289873059923,0.5901326366559485,0.6272405718301564,0.46727474367038013,0.6167390793659926,1.5338406911292397,0.5978434504792333,0.4890466221900367,0.42362209423486874,0.6259150822372485,120.68942832946777
19,0.0005,1.1340607960747369,0.5976688102893891,0.6436317291180077,0.48567464920929954,0.623004805575065,1.5101769798860762,0.6078274760383386,0.481427936411029,0.4163257290953858,0.6294852431775168,118.87351751327515
20,0.0005,1.1198332938350666,0.5986233922829582,0.6535577834714428,0.4814995529446557,0.6242515692653453,1.5132951587914658,0.6465654952076677,0.49649363723220075,0.4438680828668752,0.6554810855454117,118.71806621551514
21,0.0005,1.0904676855760371,0.6076668006430869,0.6633842845798585,0.4944513441011229,0.6317955001357851,1.5598597857898797,0.6301916932907349,0.4743729777259662,0.43248123320140275,0.6404168521337065,119.94765996932983
22,0.0005,1.04926195814966,0.6089730707395499,0.6761157098251028,0.5010681146631081,0.6325089635836613,1.5177547718389346,0.5523162939297125,0.4727694364441142,0.4023067982825368,0.589755581766609,121.24413919448853
23,0.00025,1.0337628184599126,0.6144995980707395,0.6903185764659757,0.51378704185721,0.6354231454399424,1.494121165511707,0.6150159744408946,0.4941000938582851,0.431348187498394,0.6373982784185869,121.68655586242676
24,0.00025,0.9525517477052005,0.6340434083601286,0.7226027396048564,0.546219257659196,0.6530022302980484,1.5260657184421065,0.5934504792332268,0.49990610621713094,0.4315510799350455,0.6208857217147494,122.5581386089325
25,0.00025,0.9334240191619113,0.6355004019292605,0.7384975806845631,0.5566265931128977,0.6536847293370694,1.5219166642560746,0.5990415335463258,0.4818886658615836,0.43214176131173043,0.6228076326121404,120.16994524002075
26,0.00025,0.8944866982111976,0.638213424437299,0.7469858721103781,0.5712755219270086,0.6563107537883991,1.5369030802775496,0.6381789137380192,0.5019901532971258,0.457764025114082,0.6503554359973287,116.96058773994446
27,0.00025,0.8688022791141482,0.6476587620578779,0.7473460403780299,0.5769231674834912,0.6644515285634193,1.5205803292627913,0.6222044728434505,0.5005514198357515,0.45748291417795234,0.6457462836477449,117.11985802650452
28,0.00025,0.852353038176463,0.6441921221864951,0.7579591933026464,0.5801595925057177,0.6611154498325587,1.5415238783763239,0.6210063897763578,0.5051017340809116,0.44608151038229366,0.6369768801374289,119.23724436759949
29,0.000125,0.8508937102158545,0.6491157556270096,0.7503891422578823,0.5805913427047045,0.6656423767381313,1.5681396141981545,0.6329872204472844,0.48508816759213536,0.4527083671369463,0.6525510772573844,117.45427322387695
30,0.000125,0.781520068046556,0.6617262861736335,0.7811947074875542,0.6210428811096953,0.6759765951596421,1.595650317379461,0.6162140575079872,0.49209867632706256,0.4433860490083437,0.6382880591691318,117.56795024871826
