split,loss,accuracy,balanced_accuracy,macro_f1,weighted_f1
train,0.34647300992747976,0.7521101286173634,0.8907473193796951,0.8127194537051242,0.757633950762429
validation,2.9600662263437583,0.5934504792332268,0.4190233202099373,0.406497669232606,0.6112105001831137
test,4.234517220019552,0.5820373250388803,0.4387217584637121,0.41493731601527317,0.5954187853737148
