gamma,best_epoch,best_val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
1.0,10,0.39825844735581595,0.562208398133748,0.4332875189458143,0.3608284408955643,0.5743875495337482,34.02399133443832
2.0,25,0.43788214078221344,0.5540435458786936,0.4685924068963665,0.4013318386407378,0.5796335956732365,59.33201078971227
3.0,10,0.3893235573591962,0.5555987558320373,0.42932083192295767,0.35269503298448796,0.5630087052556793,34.02893813053767
