model,parameters,best_epoch,best_val_macro_f1,freq_mask_param,time_mask_param,augmentation_probability,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
CNN_SpecAugment,392912,28,0.4493597374416357,12,80,0.5,1.0791763383475914,0.6392684887459807,0.6930472995316966,0.5344472668770697,0.6571574952471353,1.3800040692947924,0.637779552715655,0.5022908044429264,0.4493597374416357,0.6555693403942564,1.5287855261035879,0.5820373250388803,0.4949923327787467,0.4278820424689771,0.6007295852493632,62.1044084072113
