model,alpha,parameters,best_epoch,best_val_macro_f1,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
CNN_SmoothedWeights_alpha_0.50,0.5,392912,12,0.46092378593269684,1.1849941834567828,0.6613243569131833,0.5898246531401097,0.5053941606721017,0.6709645194568691,1.3349473141252803,0.6637380191693291,0.5087149807187099,0.46092378593269684,0.6649471318907074,1.4012149036579518,0.6236391912908242,0.5014565157281838,0.4421392709497377,0.6263891798081818,39.212312602996825
