model,alpha,parameters,best_epoch,best_val_macro_f1,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,runtime_minutes
CNN_SmoothedWeights_alpha_1.00,1.0,392912,25,0.45693804238052843,1.0013522583619958,0.6563002411575563,0.715535623275849,0.553422977226369,0.671846450611379,1.428542706151359,0.6477635782747604,0.4969332866663489,0.45693804238052843,0.6620218571082922,1.4946377507264654,0.6026438569206843,0.5061849172122042,0.4473588478832787,0.616541176109245,61.19777753353119
