alpha,epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1
1.0,1,0.001,2.1162699562560325,0.3797729099678457,0.3014857499438517,0.23369874089010045,0.40607902192650397,1.879927328219429,0.5527156549520766,0.3408295357111383,0.28301899364328664,0.5178214797444757
1.0,2,0.001,1.8911132744462544,0.4627713022508039,0.36791103924772467,0.30235500663366566,0.49229625473799404,2.0401630961476043,0.39456869009584666,0.35337487598500966,0.2913195710493698,0.3374315359768273
1.0,3,0.001,1.787824831687369,0.49070538585209006,0.40275962956466443,0.3347244690485802,0.5214426423765502,2.054279109540458,0.3402555910543131,0.3653075365409729,0.28403676451867105,0.3964448013611166
1.0,4,0.001,1.745038722968178,0.5030144694533762,0.42409470571206104,0.3444533995685497,0.5336011588795032,1.747969238902814,0.5778753993610224,0.43277994621845783,0.3825226996863151,0.5781828767139741
1.0,5,0.001,1.6922569321378633,0.5129622186495176,0.43101830604550095,0.35289336122282683,0.5428607718722569,1.614466240611701,0.5271565495207667,0.4398366656490388,0.38097945439082537,0.5561523759537422
1.0,6,0.001,1.644570510966218,0.522508038585209,0.4545123444829401,0.3672958025452991,0.5539112364707981,1.5430802415354183,0.5914536741214057,0.46470155152664466,0.3762597191000736,0.5977920260621664
1.0,7,0.0005,1.590665657516461,0.5246181672025724,0.46937643563217,0.3745260880886065,0.5552036070282572,1.5915648247868108,0.5634984025559105,0.4316578416729989,0.372761432733217,0.5847694258068367
1.0,8,0.0005,1.5042547918975928,0.549487540192926,0.5107214779529063,0.4004417812667142,0.5772912939308862,1.5292773600965262,0.5814696485623003,0.45108174471057366,0.3949799465948064,0.6010905526928318
1.0,9,0.0005,1.4515767755807405,0.5550140675241158,0.5089317568687433,0.4066551380165926,0.5824496022565785,1.6303343022593295,0.5730830670926518,0.4505496063938979,0.39208084845973423,0.5933381241042837
1.0,10,0.0005,1.4366907992930273,0.5575763665594855,0.5308252920640132,0.4145199983892629,0.585091475596196,1.5131050572989466,0.6345846645367412,0.44278088951559613,0.4153849133224467,0.634189724139468
1.0,11,0.0005,1.4125257710839392,0.5648110932475884,0.5354477098442547,0.42004287314394295,0.592268994600699,1.51421478228828,0.6273961661341853,0.4387643796377365,0.4208886591809105,0.6472123002658398
1.0,12,0.0005,1.4117776124327897,0.561193729903537,0.5435357587922399,0.42445973134521164,0.588120390871232,1.6687091067195319,0.5491214057507987,0.49256262558340785,0.4097696723241085,0.594710408611632
1.0,13,0.0005,1.3771138530452152,0.5646603697749196,0.5643887701620847,0.4311500346291432,0.5926276765917422,1.4958285497019466,0.5954472843450479,0.4630804209217083,0.403029109464066,0.6167018473013213
1.0,14,0.00025,1.3441698542553513,0.57179461414791,0.5694737597465609,0.4374127108112319,0.597757409466194,1.620990429823391,0.5694888178913738,0.48079611881639084,0.4002804090103713,0.6045159478433825
1.0,15,0.00025,1.285674884100819,0.5793307877813505,0.5866714966752224,0.45129822120411517,0.6039628635427657,1.4691418184639928,0.6082268370607029,0.49288259337497453,0.4250691601567884,0.6315521518904761
1.0,16,0.00025,1.2740136332258918,0.5827974276527331,0.5927584959974714,0.45302565261646627,0.6077918965248555,1.5320835121142597,0.5543130990415336,0.48254434886358344,0.40551786468514167,0.5938240038960554
1.0,17,0.00025,1.2538666546919721,0.5856109324758842,0.5997144806842034,0.4598076097139856,0.6088525690043616,1.628804478401574,0.4972044728434505,0.42097763149372547,0.3545019201761863,0.54197048843726
1.0,18,0.00025,1.2500397095822062,0.5907857717041801,0.6071878662644118,0.4669727624614881,0.6138360742054311,1.4601095553023367,0.6034345047923323,0.48014756144196247,0.4277344872887184,0.6176902228070028
1.0,19,0.00025,1.2200453898531065,0.5936997588424437,0.6147222354067121,0.46873757189136595,0.6162133678386956,1.4504157110525016,0.6174121405750799,0.4843182318356589,0.4275653675188724,0.6475795198527153
1.0,20,0.00025,1.201885588970215,0.5899316720257235,0.6247343415070025,0.47368345693394615,0.6135477520574143,1.4376685135661604,0.6393769968051118,0.5011508645240208,0.43317523508233796,0.6556550200245629
1.0,21,0.00025,1.201369818024505,0.5920418006430869,0.6370298416938389,0.4744029171456133,0.614951763914612,1.5153404321914283,0.6134185303514377,0.4857143335527321,0.4311761796934863,0.6401991128430824
1.0,22,0.00025,1.1893024972109933,0.596915192926045,0.6289880592383297,0.4797486511291029,0.6196449393948747,1.5225585127790895,0.5435303514376997,0.48287747061790803,0.399882177799783,0.5845448037037616
1.0,23,0.000125,1.1637580956293456,0.598774115755627,0.6503929039622147,0.4892932312231768,0.6216988849693053,1.501114216475441,0.5830670926517572,0.4620646734802965,0.3899072982820885,0.6006792424558028
1.0,24,0.000125,1.123276105312289,0.6046020900321544,0.6530581030352319,0.49516451269335127,0.6253750570749258,1.4228520659973827,0.6405750798722045,0.49727237691512366,0.4275093033828168,0.6487268713571961
1.0,25,0.000125,1.1218077791944578,0.6117363344051447,0.6691272754978408,0.5074057659247002,0.6322140500756748,1.428542706151359,0.6477635782747604,0.4969332866663489,0.45693804238052843,0.6620218571082922
1.0,26,0.000125,1.120144279967167,0.611233922829582,0.6588321760835997,0.5013674785533506,0.6318955059983551,1.4591771303274381,0.6006389776357828,0.5086277764390723,0.42526107682495695,0.6308633045875617
1.0,27,0.000125,1.107236761036793,0.6059083601286174,0.654418556225472,0.49838050205741274,0.6277469015659999,1.4285522032850466,0.6162140575079872,0.518625861038069,0.4420144914793083,0.6417235622841115
1.0,28,6.25e-05,1.0986535331635614,0.6107817524115756,0.6697033115422466,0.5047762722018085,0.6317142104606569,1.4149592139850409,0.6206070287539937,0.47520229673441317,0.43029814318873266,0.6416467148221391
1.0,29,6.25e-05,1.0714165680469807,0.6164087620578779,0.6843615613414205,0.5222972220632967,0.6365409831153724,1.4083989458723951,0.6457667731629393,0.5206191119583712,0.4558393791743923,0.6617504990308642
1.0,30,6.25e-05,1.0717287563817677,0.6177150321543409,0.6888147731623273,0.525341792105877,0.6379321408934246,1.3991362979998603,0.6285942492012779,0.5007637398710955,0.44012284178135075,0.6461654196857408
