model,split,loss,accuracy,balanced_accuracy,macro_f1,weighted_f1
CNN + Decoupled Training,train,1.008411285961556,0.6995578778135049,0.6821776633111472,0.5397937971319462,0.7237672352342452
CNN + Decoupled Training,validation,1.2058691932751349,0.652555910543131,0.5040399733108019,0.45334763664736133,0.6738463821898982
CNN + Decoupled Training,test,1.2898882985300446,0.6251944012441679,0.5436595555867978,0.4564745125845222,0.6449900654582875
