model,best_epoch,parameter_count,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1
CNN + BiLSTM + Attention,26,3051473,0.8055018112782113,0.6721764469453376,0.7698459526175276,0.6165281678738671,0.6825931714737039,1.5369030802775496,0.6381789137380192,0.5019901532971258,0.457764025114082,0.6503554359973287,1.7343161202515265,0.5855365474339036,0.4430844390145193,0.39324064959207694,0.5975114796456544
