alpha,epoch,learning_rate,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1
0.5,1,0.001,1.803702488397862,0.5383842443729904,0.300160427399748,0.28623470293792463,0.5153488880464786,1.7257074768931722,0.5223642172523961,0.2973922392844697,0.25292362813383773,0.516144210600269
0.5,2,0.001,1.6023277503309525,0.5922930064308681,0.3653510454578193,0.34694799829585754,0.5776057316577413,1.5308494946827143,0.6166134185303515,0.404352828675689,0.3713128814346907,0.5964210073526548
0.5,3,0.001,1.529052834227154,0.6078677652733119,0.39101276221508374,0.3719409644341657,0.5972439522275157,1.512472261636021,0.5926517571884984,0.42843071605617533,0.3890431445774333,0.6002408157861917
0.5,4,0.001,1.4869296832483299,0.6179159967845659,0.4091145724337123,0.3882786058202354,0.6087218515824606,1.512992706828224,0.5994408945686901,0.359605109939127,0.33864243885250944,0.5689097312302013
0.5,5,0.001,1.4453010446005696,0.6248492765273312,0.42115922286246266,0.4015357563993658,0.6167966757398716,1.3856443056283287,0.6653354632587859,0.4073452331592846,0.42174268908201445,0.6430556408282497
0.5,6,0.001,1.4126767391560546,0.6317825562700965,0.4326366225357985,0.4124447525661076,0.6249681307267692,1.386655651723234,0.6585463258785943,0.45577503910995976,0.420715739317868,0.6464257095366989
0.5,7,0.001,1.3789554323605786,0.6374095659163987,0.44081008405979766,0.4195022237862529,0.6317723995525273,1.3480989079886732,0.661741214057508,0.4623100529193234,0.42881229403820265,0.6572698353170223
0.5,8,0.001,1.3580807545177422,0.6405747588424437,0.4611503060833997,0.4403693881163462,0.6356819934665261,1.4907564566539118,0.603035143769968,0.37470064375591217,0.3773514662480902,0.5720986727171362
0.5,9,0.001,1.3280245279384195,0.6421322347266881,0.4602055447176641,0.4409799070582627,0.6386233971375317,1.4532120707697762,0.6226038338658147,0.4852212844061249,0.4218867020281105,0.6323984239133604
0.5,10,0.0005,1.307094205230762,0.6515273311897106,0.4848254943062629,0.461854491525735,0.6483574711899627,1.5037872791290283,0.6226038338658147,0.3800748401051779,0.3639438337728449,0.6249089772666615
0.5,11,0.0005,1.236191125928014,0.6674537781350482,0.5137658522468215,0.494516671454316,0.6646398005337523,1.2910066010852972,0.6884984025559105,0.4130220996769348,0.4171663656005785,0.6690096323983487
0.5,12,0.0005,1.2227452439510553,0.6673030546623794,0.5152969576275239,0.4968327041178921,0.6647763690580728,1.3349473141252803,0.6637380191693291,0.5087149807187099,0.46092378593269684,0.6649471318907074
0.5,13,0.0005,1.2025516931075375,0.6724778938906752,0.5302454038631732,0.5041004481733746,0.6709562484012697,1.2630458300867782,0.6829073482428115,0.4345252573781661,0.4253014628005689,0.6610477830438072
0.5,14,0.0005,1.180949135896094,0.6792102090032154,0.554122521468023,0.5314403883870746,0.6775727488962061,1.3547517312601352,0.6405750798722045,0.45556052949250625,0.4251351318974614,0.6462985536974708
0.5,15,0.00025,1.1703608281359412,0.6764469453376206,0.5424399944415261,0.5178594267389676,0.6754032605801563,1.287011937497142,0.6585463258785943,0.47331819200079034,0.44167558182281563,0.6469972081904523
0.5,16,0.00025,1.123705520794706,0.6885550643086816,0.5818916763342676,0.5477132641277315,0.6877298249753055,1.2735727918795503,0.6781150159744409,0.4713039886894821,0.4508676079584219,0.6739481954077203
0.5,17,0.00025,1.1121328157818968,0.691971463022508,0.5661510301694878,0.5440488929443714,0.6905087319197802,1.377163930822866,0.6142172523961661,0.4076987520347906,0.379328049862375,0.6229106033589542
0.5,18,0.000125,1.1061007179727125,0.6884545819935691,0.5734010225123429,0.5482046888285367,0.6868844129727085,1.2690548234092542,0.6613418530351438,0.43872795491857364,0.426153767633097,0.6589466221658056
0.5,19,0.000125,1.0675347495309027,0.6958400321543409,0.5977268011900506,0.5672477692530767,0.6948944028253766,1.2342619675036055,0.6873003194888179,0.47547710440934093,0.4590671182570605,0.6817967171340912
